dia_Id,Dia;hora_Id,Hora,dia_Id;Dir.Med._a_1100cm,Humedad._a_620cm,Irradia.._a_200cm,Presion._a_150cm,Sig.Dir._a_1100cm,Sig.Vel._a_1100cm,Tem.Aire._a_620cm,Vel.Max._a_1100cm,Vel.Med._a_1100cm,hora_Id
"0,""2016-8-01""";"1960,""14:40"",13";"121.1,""23.44"",""744.5"",""954.67"",""30.14"",""1.13"",""33.33"",""4.8"",""2.14"",1960"
"0,""2016-8-01""";"1961,""14:50"",13";"118.3,""23.82"",""720.0"",""954.58"",""27.57"",""1.18"",""33.17"",""5.19"",""2.45"",1961"
"0,""2016-8-01""";"1962,""15:00"",13";"125.9,""22.96"",""696.2"",""954.51"",""14.68"",""1.35"",""33.35"",""6.08"",""3.15"",1962"
"0,""2016-8-01""";"1963,""15:10"",13";"123.7,""22.84"",""672.5"",""954.44"",""25.85"",""1.27"",""33.54"",""5.39"",""2.65"",1963"
"0,""2016-8-01""";"1964,""15:20"",13";"125.8,""23.43"",""645.3"",""954.35"",""15.35"",""0.7"",""33.25"",""4.7"",""3.22"",1964"
"0,""2016-8-01""";"1965,""15:30"",13";"128.5,""23.22"",""616.9"",""954.23"",""32.36"",""1.05"",""33.38"",""5.68"",""3.28"",1965"
"0,""2016-8-01""";"1966,""15:40"",13";"106.8,""22.72"",""593.8"",""954.16"",""28.81"",""1.44"",""33.7"",""5.98"",""3.09"",1966"
"0,""2016-8-01""";"1967,""15:50"",13";"102.3,""22.98"",""568.9"",""954.18"",""16.82"",""0.92"",""33.44"",""5.98"",""3.19"",1967"
"0,""2016-8-01""";"1968,""16:00"",13";"88.1,""22.48"",""541.9"",""954.13"",""23.11"",""0.93"",""33.41"",""6.17"",""3.04"",1968"
"0,""2016-8-01""";"1969,""16:10"",13";"77.09,""22.81"",""513.3"",""954.05"",""19.06"",""1.1"",""33.55"",""5.49"",""3.16"",1969"
"0,""2016-8-01""";"1970,""16:20"",13";"96.6,""22.99"",""480.1"",""954.01"",""26.53"",""0.98"",""33.6"",""5.19"",""3.16"",1970"
"0,""2016-8-01""";"1971,""16:30"",13";"94.1,""22.97"",""442.9"",""953.97"",""21.25"",""0.66"",""33.69"",""4.8"",""3.21"",1971"
"0,""2016-8-01""";"1972,""16:40"",13";"90.4,""22.7"",""410.5"",""953.94"",""19.29"",""0.7"",""33.58"",""4.61"",""2.91"",1972"
"0,""2016-8-01""";"1973,""16:50"",13";"116.7,""22.15"",""384.2"",""953.96"",""20.07"",""0.5"",""33.79"",""3.43"",""2.1"",1973"
"0,""2016-8-01""";"1974,""17:00"",13";"95.5,""22.06"",""354.5"",""953.92"",""30.7"",""0.67"",""33.84"",""3.43"",""1.94"",1974"
"0,""2016-8-01""";"1975,""17:10"",13";"142.2,""22.63"",""317.5"",""953.81"",""21.72"",""1.06"",""33.73"",""5.88"",""3.12"",1975"
"0,""2016-8-01""";"1976,""17:20"",13";"134.6,""23.13"",""287.5"",""953.81"",""17.74"",""0.73"",""33.46"",""4.9"",""3.38"",1976"
"0,""2016-8-01""";"1977,""17:30"",13";"124.4,""23.72"",""257.8"",""953.78"",""16.8"",""1.13"",""33.32"",""5.59"",""2.85"",1977"
"0,""2016-8-01""";"1978,""17:40"",13";"132.6,""24.16"",""223.7"",""953.76"",""16.11"",""0.75"",""33.21"",""5.68"",""3.56"",1978"
"0,""2016-8-01""";"1979,""17:50"",13";"129.5,""24.69"",""190.7"",""953.7"",""13.39"",""0.78"",""33.15"",""5.59"",""3.52"",1979"
"0,""2016-8-01""";"1980,""18:00"",13";"136.0,""25.78"",""163.3"",""953.68"",""15.53"",""1.32"",""32.95"",""7.25"",""3.98"",1980"
"0,""2016-8-01""";"1981,""18:10"",13";"125.3,""26.01"",""131.3"",""953.7"",""16.91"",""1.1"",""32.77"",""5.98"",""3.77"",1981"
"0,""2016-8-01""";"1982,""18:20"",13";"126.3,""26.14"",""103.8"",""953.78"",""17.22"",""0.84"",""32.7"",""5.29"",""3.11"",1982"
"0,""2016-8-01""";"1983,""18:30"",13";"136.1,""26.87"",""74.99"",""953.8"",""10.19"",""0.65"",""32.45"",""5.88"",""3.82"",1983"
"0,""2016-8-01""";"1984,""18:40"",13";"126.9,""27.36"",""44.31"",""953.88"",""12.96"",""1.04"",""32.2"",""6.37"",""3.83"",1984"
"0,""2016-8-01""";"1985,""18:50"",13";"125.1,""27.68"",""38.23"",""953.95"",""14.79"",""0.88"",""32.04"",""4.61"",""2.38"",1985"
"0,""2016-8-01""";"1986,""19:00"",13";"116.2,""27.76"",""19.04"",""954.04"",""13.88"",""0.85"",""31.86"",""4.51"",""2.03"",1986"
"0,""2016-8-01""";"1987,""19:10"",13";"77.24,""33.75"",""6.01"",""954.12"",""27.36"",""0.9"",""31.33"",""3.04"",""0.98"",1987"
"0,""2016-8-01""";"1988,""19:20"",13";"100.7,""41.56"",""0.22"",""954.21"",""23.73"",""0.57"",""30.29"",""3.82"",""2.18"",1988"
"0,""2016-8-01""";"1989,""19:30"",13";"55.71,""44.32"",""0.04"",""954.32"",""17.24"",""1.09"",""29.75"",""5.0"",""2.7"",1989"
"0,""2016-8-01""";"1990,""19:40"",13";"52.23,""45.95"",""0.04"",""954.45"",""14.33"",""0.68"",""29.42"",""3.92"",""2.23"",1990"
"0,""2016-8-01""";"1991,""19:50"",13";"46.38,""47.03"",""0.05"",""954.57"",""11.13"",""0.63"",""29.11"",""4.41"",""2.81"",1991"
"0,""2016-8-01""";"1992,""20:00"",13";"47.4,""47.4"",""0.63"",""954.63"",""11.34"",""0.69"",""28.92"",""4.51"",""2.77"",1992"
"0,""2016-8-01""";"1993,""20:10"",13";"55.39,""47.97"",""0.15"",""954.71"",""11.99"",""0.76"",""28.73"",""4.7"",""3.07"",1993"
"0,""2016-8-01""";"1994,""20:20"",13";"54.31,""48.73"",""0.16"",""954.77"",""11.24"",""0.68"",""28.46"",""4.12"",""2.65"",1994"
"0,""2016-8-01""";"1995,""20:30"",13";"66.51,""48.6"",""0.24"",""954.83"",""14.22"",""0.5"",""28.3"",""3.23"",""1.95"",1995"
"0,""2016-8-01""";"1996,""20:40"",13";"59.67,""48.49"",""0.36"",""954.83"",""14.76"",""0.64"",""28.22"",""3.14"",""1.75"",1996"
"0,""2016-8-01""";"1997,""20:50"",13";"79.91,""47.78"",""0.2"",""954.84"",""20.02"",""0.59"",""28.21"",""2.74"",""1.33"",1997"
"0,""2016-8-01""";"1998,""21:00"",13";"79.33,""48.91"",""0.15"",""954.83"",""17.2"",""0.47"",""28.01"",""2.16"",""1.25"",1998"
"0,""2016-8-01""";"1999,""21:10"",13";"89.9,""49.56"",""0.17"",""954.85"",""18.41"",""0.55"",""27.78"",""2.45"",""1.06"",1999"
"0,""2016-8-01""";"2000,""21:20"",13";"112.8,""48.04"",""0.09"",""954.78"",""13.62"",""0.4"",""27.75"",""1.76"",""0.85"",2000"
"0,""2016-8-01""";"2001,""21:30"",13";"118.8,""45.74"",""0.12"",""954.77"",""11.72"",""0.41"",""27.64"",""2.16"",""1.33"",2001"
"0,""2016-8-01""";"2002,""21:40"",13";"80.6,""43.44"",""0.2"",""954.73"",""23.19"",""0.51"",""27.55"",""2.84"",""1.46"",2002"
"0,""2016-8-01""";"2003,""21:50"",13";"52.74,""45.0"",""0.17"",""954.81"",""26.6"",""0.34"",""27.41"",""1.18"",""0.47"",2003"
"0,""2016-8-01""";"2004,""22:00"",13";"63.4,""48.02"",""0.21"",""954.75"",""24.79"",""0.48"",""27.16"",""2.06"",""1.03"",2004"
"0,""2016-8-01""";"2005,""22:10"",13";"74.18,""48.01"",""0.08"",""954.74"",""10.34"",""0.53"",""26.93"",""1.76"",""0.74"",2005"
"0,""2016-8-01""";"2006,""22:20"",13";"316.4,""48.27"",""0.03"",""954.86"",""15.63"",""0.46"",""26.61"",""2.06"",""0.34"",2006"
"0,""2016-8-01""";"2007,""22:30"",13";"339.2,""52.78"",""0.18"",""954.9"",""26.32"",""0.71"",""26.37"",""2.65"",""0.78"",2007"
"0,""2016-8-01""";"2008,""22:40"",13";"357.9,""54.77"",""0.25"",""954.85"",""20.58"",""0.51"",""26.04"",""1.86"",""0.87"",2008"
"0,""2016-8-01""";"2009,""22:50"",13";"2.83,""55.47"",""0.19"",""954.84"",""16.22"",""0.28"",""25.95"",""1.27"",""0.71"",2009"
"0,""2016-8-01""";"2010,""23:00"",13";"329.4,""55.98"",""0.21"",""954.91"",""37.73"",""0.4"",""25.87"",""1.47"",""0.55"",2010"
"0,""2016-8-01""";"2011,""23:10"",13";"26.79,""55.21"",""0.04"",""954.89"",""26.87"",""0.51"",""25.8"",""2.06"",""0.9"",2011"
"0,""2016-8-01""";"2012,""23:20"",13";"31.31,""54.21"",""0.02"",""954.92"",""32.71"",""0.75"",""25.68"",""2.35"",""0.84"",2012"
"0,""2016-8-01""";"2013,""23:30"",13";"18.64,""51.35"",""0.09"",""954.94"",""14.1"",""0.54"",""25.62"",""2.06"",""0.94"",2013"
"0,""2016-8-01""";"2014,""23:40"",13";"313.7,""49.57"",""0.33"",""955.0"",""56.96"",""0.59"",""25.62"",""2.45"",""0.87"",2014"
"0,""2016-8-01""";"2015,""23:50"",13";"306.7,""55.07"",""0.54"",""955.29"",""19.29"",""1.32"",""25.27"",""6.17"",""2.8"",2015"
"0,""2016-8-01""";"2016,""00:00"",14";"287.8,""58.2"",""0.36"",""955.69"",""12.24"",""0.91"",""24.18"",""6.96"",""4.94"",2016"
"0,""2016-8-01""";"2017,""00:10"",14";"300.3,""50.69"",""0.37"",""955.78"",""16.19"",""1.04"",""24.71"",""5.88"",""2.84"",2017"
"0,""2016-8-01""";"2018,""00:20"",14";"276.5,""47.81"",""0.14"",""955.88"",""22.53"",""0.71"",""25.26"",""4.8"",""3.15"",2018"
"0,""2016-8-01""";"2019,""00:30"",14";"331.7,""44.33"",""0.19"",""955.85"",""37.31"",""1.78"",""26.15"",""5.0"",""1.72"",2019"
"0,""2016-8-01""";"2020,""00:40"",14";"40.95,""49.07"",""0.03"",""955.69"",""76.25"",""1.17"",""25.48"",""5.0"",""1.85"",2020"
"0,""2016-8-01""";"2021,""00:50"",14";"67.11,""48.33"",""0.02"",""955.63"",""24.51"",""0.25"",""25.5"",""2.84"",""1.96"",2021"
"0,""2016-8-01""";"2022,""01:00"",14";"124.8,""48.8"",""0.01"",""955.52"",""32.43"",""0.59"",""25.42"",""2.74"",""1.22"",2022"
"0,""2016-8-01""";"2023,""01:10"",14";"50.17,""47.34"",""0.05"",""955.54"",""23.46"",""0.35"",""25.59"",""2.06"",""1.28"",2023"
"0,""2016-8-01""";"2024,""01:20"",14";"95.3,""48.71"",""0.09"",""955.43"",""14.9"",""0.53"",""25.48"",""3.53"",""2.18"",2024"
"0,""2016-8-01""";"2025,""01:30"",14";"114.1,""44.55"",""0.25"",""955.23"",""8.68"",""0.71"",""25.83"",""5.88"",""3.92"",2025"
"0,""2016-8-01""";"2026,""01:40"",14";"110.1,""43.52"",""0.22"",""955.25"",""15.76"",""0.97"",""25.88"",""4.9"",""2.84"",2026"
"0,""2016-8-01""";"2027,""01:50"",14";"109.7,""47.99"",""0.07"",""955.34"",""19.76"",""0.49"",""25.42"",""2.65"",""1.51"",2027"
"0,""2016-8-01""";"2028,""02:00"",14";"18.41,""47.57"",""0.01"",""955.31"",""78.39"",""0.59"",""25.37"",""2.65"",""0.9"",2028"
"0,""2016-8-01""";"2029,""02:10"",14";"6.13,""59.22"",""0.04"",""955.26"",""30.46"",""0.71"",""24.21"",""5.1"",""1.97"",2029"
"0,""2016-8-01""";"2030,""02:20"",14";"354.8,""62.23"",""0.03"",""955.14"",""41.5"",""0.35"",""23.68"",""2.35"",""1.27"",2030"
"0,""2016-8-01""";"2031,""02:30"",14";"60.6,""57.74"",""0.07"",""955.05"",""30.58"",""0.32"",""23.83"",""1.86"",""1.2"",2031"
"0,""2016-8-01""";"2032,""02:40"",14";"3.33,""58.52"",""0.08"",""954.92"",""40.07"",""0.23"",""24.12"",""0.88"",""0.17"",2032"
"0,""2016-8-01""";"2033,""02:50"",14";"316.0,""61.84"",""0.07"",""954.76"",""0.01"",""0.02"",""23.88"",""0.2"",""0.0"",2033"
"0,""2016-8-01""";"2034,""03:00"",14";"93.1,""62.86"",""0.04"",""954.57"",""74.95"",""0.35"",""23.67"",""1.27"",""0.58"",2034"
"0,""2016-8-01""";"2035,""03:10"",14";"181.7,""64.58"",""0.04"",""954.44"",""11.81"",""0.26"",""23.57"",""1.08"",""0.25"",2035"
"0,""2016-8-01""";"2036,""03:20"",14";"303.7,""64.67"",""0.05"",""954.41"",""38.62"",""0.66"",""23.55"",""2.55"",""0.54"",2036"
"0,""2016-8-01""";"2037,""03:30"",14";"307.3,""67.6"",""0.03"",""954.35"",""19.52"",""0.41"",""22.99"",""2.55"",""1.3"",2037"
"0,""2016-8-01""";"2038,""03:40"",14";"325.2,""67.19"",""0.02"",""954.28"",""13.03"",""0.4"",""22.79"",""2.55"",""1.57"",2038"
"0,""2016-8-01""";"2039,""03:50"",14";"301.0,""66.84"",""0.03"",""954.32"",""19.35"",""0.57"",""22.48"",""3.04"",""1.82"",2039"
"0,""2016-8-01""";"2040,""04:00"",14";"298.4,""66.73"",""0.01"",""954.31"",""28.39"",""0.66"",""21.98"",""2.35"",""1.01"",2040"
"0,""2016-8-01""";"2041,""04:10"",14";"323.3,""67.05"",""0.01"",""954.21"",""10.42"",""0.37"",""21.84"",""1.57"",""0.63"",2041"
"0,""2016-8-01""";"2042,""04:20"",14";"294.4,""67.57"",""0.01"",""954.21"",""21.26"",""0.52"",""21.79"",""2.16"",""1.04"",2042"
"0,""2016-8-01""";"2043,""04:30"",14";"293.3,""68.28"",""0.01"",""954.24"",""21.16"",""0.48"",""21.64"",""2.06"",""0.8"",2043"
"0,""2016-8-01""";"2044,""04:40"",14";"280.6,""68.17"",""0.01"",""954.39"",""11.22"",""0.35"",""21.4"",""2.06"",""1.18"",2044"
"0,""2016-8-01""";"2045,""04:50"",14";"289.2,""64.31"",""0.05"",""954.39"",""10.96"",""0.43"",""21.65"",""3.04"",""1.98"",2045"
"0,""2016-8-01""";"2046,""05:00"",14";"278.8,""61.64"",""0.05"",""954.31"",""9.93"",""0.6"",""21.78"",""2.65"",""1.04"",2046"
"0,""2016-8-01""";"2047,""05:10"",14";"274.2,""63.0"",""0.05"",""954.33"",""7.42"",""0.42"",""21.69"",""1.57"",""0.38"",2047"
"0,""2016-8-01""";"2048,""05:20"",14";"325.5,""63.19"",""0.68"",""954.34"",""39.13"",""0.34"",""21.6"",""1.18"",""0.44"",2048"
"0,""2016-8-01""";"2049,""05:30"",14";"343.5,""62.5"",""4.59"",""954.37"",""7.51"",""0.38"",""21.52"",""1.37"",""0.69"",2049"
"0,""2016-8-01""";"2050,""05:40"",14";"340.9,""64.99"",""19.35"",""954.39"",""15.92"",""0.37"",""21.34"",""1.86"",""1.16"",2050"
"0,""2016-8-01""";"2051,""05:50"",14";"333.3,""65.87"",""37.57"",""954.63"",""12.84"",""0.51"",""21.06"",""2.55"",""1.28"",2051"
"0,""2016-8-01""";"2052,""06:00"",14";"335.0,""65.26"",""51.53"",""954.74"",""11.06"",""0.43"",""20.97"",""2.16"",""1.16"",2052"
"0,""2016-8-01""";"2053,""06:10"",14";"345.4,""65.2"",""68.35"",""954.94"",""15.04"",""0.36"",""20.95"",""2.35"",""1.17"",2053"
"0,""2016-8-01""";"2054,""06:20"",14";"12.83,""64.14"",""114.3"",""954.93"",""28.08"",""0.36"",""21.13"",""1.37"",""0.44"",2054"
"0,""2016-8-01""";"2055,""06:30"",14";"61.1,""59.09"",""85.6"",""954.83"",""0.05"",""0.14"",""22.12"",""0.59"",""0.08"",2055"
"0,""2016-8-01""";"2056,""06:40"",14";"129.7,""61.34"",""23.45"",""954.74"",""24.53"",""0.65"",""21.78"",""1.96"",""1.01"",2056"
"0,""2016-8-01""";"2057,""06:50"",14";"337.3,""65.56"",""20.5"",""954.93"",""19.32"",""0.66"",""21.44"",""3.14"",""1.76"",2057"
"0,""2016-8-01""";"2058,""07:00"",14";"1.98,""66.04"",""30.52"",""954.88"",""11.08"",""0.42"",""21.07"",""2.55"",""1.72"",2058"
"0,""2016-8-01""";"2059,""07:10"",14";"43.92,""64.5"",""54.19"",""955.03"",""28.7"",""0.56"",""21.25"",""2.45"",""1.0"",2059"
"0,""2016-8-01""";"2060,""07:20"",14";"351.6,""66.57"",""105.3"",""955.06"",""24.78"",""0.54"",""21.41"",""2.65"",""1.43"",2060"
"0,""2016-8-01""";"2061,""07:30"",14";"17.3,""65.1"",""158.3"",""955.03"",""27.2"",""0.5"",""21.57"",""2.74"",""1.43"",2061"
"0,""2016-8-01""";"2062,""07:40"",14";"28.33,""63.68"",""278.0"",""954.95"",""21.94"",""0.66"",""21.91"",""2.25"",""0.83"",2062"
"0,""2016-8-01""";"2063,""07:50"",14";"40.88,""60.46"",""400.3"",""954.96"",""15.61"",""0.48"",""22.59"",""2.35"",""1.2"",2063"
"0,""2016-8-01""";"2064,""08:00"",14";"33.51,""58.84"",""433.2"",""955.0"",""21.61"",""0.41"",""23.29"",""1.37"",""0.39"",2064"
"0,""2016-8-01""";"2065,""08:10"",14";"64.46,""53.85"",""462.7"",""954.96"",""31.13"",""0.4"",""24.4"",""1.57"",""0.47"",2065"
"0,""2016-8-01""";"2066,""08:20"",14";"79.17,""50.71"",""481.7"",""954.91"",""38.23"",""0.37"",""25.01"",""1.76"",""0.33"",2066"
"0,""2016-8-01""";"2067,""08:30"",14";"82.0,""47.59"",""485.8"",""954.81"",""30.09"",""0.62"",""25.33"",""3.14"",""1.2"",2067"
"0,""2016-8-01""";"2068,""08:40"",14";"38.6,""47.37"",""549.7"",""954.7"",""30.07"",""0.56"",""25.27"",""2.35"",""1.0"",2068"
"0,""2016-8-01""";"2069,""08:50"",14";"23.31,""45.86"",""573.0"",""954.64"",""31.3"",""0.6"",""25.38"",""2.55"",""1.28"",2069"
"0,""2016-8-01""";"2070,""09:00"",14";"95.3,""41.77"",""602.0"",""954.57"",""24.04"",""0.75"",""26.05"",""3.53"",""1.67"",2070"
"0,""2016-8-01""";"2071,""09:10"",14";"95.8,""40.33"",""627.2"",""954.53"",""33.26"",""0.57"",""26.07"",""3.14"",""1.67"",2071"
"0,""2016-8-01""";"2072,""09:20"",14";"86.1,""38.69"",""649.4"",""954.46"",""26.78"",""0.5"",""26.61"",""3.04"",""1.36"",2072"
"0,""2016-8-01""";"2073,""09:30"",14";"118.1,""37.42"",""672.1"",""954.46"",""44.82"",""0.65"",""27.02"",""2.74"",""0.66"",2073"
"0,""2016-8-01""";"2074,""09:40"",14";"92.3,""34.63"",""691.0"",""954.39"",""31.07"",""0.73"",""27.5"",""3.23"",""1.61"",2074"
"0,""2016-8-01""";"2075,""09:50"",14";"110.2,""32.5"",""722.2"",""954.3"",""38.69"",""0.99"",""28.04"",""3.92"",""1.96"",2075"
"0,""2016-8-01""";"2076,""10:00"",14";"102.2,""32.64"",""744.7"",""954.12"",""21.83"",""1.25"",""28.09"",""5.68"",""3.01"",2076"
"0,""2016-8-01""";"2077,""10:10"",14";"113.2,""33.27"",""766.5"",""954.08"",""19.29"",""0.8"",""27.75"",""5.59"",""3.3"",2077"
"0,""2016-8-01""";"2078,""10:20"",14";"131.7,""32.14"",""785.4"",""954.04"",""25.45"",""0.56"",""28.65"",""2.84"",""1.41"",2078"
"0,""2016-8-01""";"2079,""10:30"",14";"133.7,""32.37"",""801.0"",""953.86"",""24.37"",""1.12"",""28.86"",""5.29"",""2.32"",2079"
"0,""2016-8-01""";"2080,""10:40"",14";"142.3,""33.07"",""816.0"",""953.75"",""21.14"",""0.99"",""28.82"",""5.68"",""2.84"",2080"
"0,""2016-8-01""";"2081,""10:50"",14";"119.7,""32.79"",""833.0"",""953.61"",""22.71"",""1.13"",""29.24"",""5.59"",""2.71"",2081"
"0,""2016-8-01""";"2082,""11:00"",14";"105.2,""33.52"",""844.0"",""953.49"",""28.34"",""0.77"",""28.88"",""5.78"",""3.84"",2082"
"0,""2016-8-01""";"2083,""11:10"",14";"111.7,""32.49"",""859.0"",""953.39"",""18.1"",""0.76"",""29.16"",""5.88"",""3.88"",2083"
"0,""2016-8-01""";"2084,""11:20"",14";"122.6,""31.54"",""869.0"",""953.35"",""34.43"",""1.14"",""29.42"",""5.29"",""2.65"",2084"
"0,""2016-8-01""";"2085,""11:30"",14";"109.5,""30.76"",""890.0"",""953.26"",""21.02"",""1.41"",""29.85"",""6.86"",""2.69"",2085"
"0,""2016-8-01""";"2086,""11:40"",14";"105.1,""30.44"",""868.0"",""953.12"",""27.16"",""1.36"",""30.21"",""5.98"",""2.76"",2086"
"0,""2016-8-01""";"2087,""11:50"",14";"116.0,""30.65"",""885.0"",""952.96"",""27.68"",""1.13"",""30.27"",""5.88"",""3.22"",2087"
"0,""2016-8-01""";"2088,""12:00"",14";"141.3,""29.77"",""898.0"",""952.96"",""19.84"",""1.17"",""30.63"",""6.57"",""3.38"",2088"
"0,""2016-8-01""";"2089,""12:10"",14";"119.7,""29.2"",""900.0"",""952.83"",""36.08"",""1.38"",""30.99"",""5.68"",""2.61"",2089"
"0,""2016-8-01""";"2090,""12:20"",14";"87.3,""29.63"",""903.0"",""952.7"",""22.77"",""1.05"",""30.71"",""6.27"",""3.79"",2090"
"0,""2016-8-01""";"2091,""12:30"",14";"94.5,""28.61"",""1004.0"",""952.62"",""26.08"",""1.02"",""31.17"",""5.29"",""2.83"",2091"
"0,""2016-8-01""";"2092,""12:40"",14";"122.3,""27.5"",""1068.0"",""952.57"",""43.5"",""0.96"",""31.71"",""5.1"",""2.46"",2092"
"0,""2016-8-01""";"2093,""12:50"",14";"78.14,""27.41"",""1003.0"",""952.53"",""33.12"",""1.04"",""31.69"",""5.29"",""2.78"",2093"
"0,""2016-8-01""";"2094,""13:00"",14";"121.1,""26.13"",""944.0"",""952.48"",""32.87"",""1.19"",""32.33"",""5.39"",""2.44"",2094"
"0,""2016-8-01""";"2095,""13:10"",14";"126.4,""26.15"",""805.0"",""952.39"",""50.65"",""0.88"",""32.49"",""4.12"",""1.5"",2095"
"0,""2016-8-01""";"2096,""13:20"",14";"106.9,""25.79"",""873.0"",""952.28"",""35.84"",""1.25"",""32.63"",""5.98"",""2.26"",2096"
"0,""2016-8-01""";"2097,""13:30"",14";"125.2,""25.87"",""865.0"",""952.27"",""48.76"",""1.11"",""32.34"",""4.8"",""1.79"",2097"
"0,""2016-8-01""";"2098,""13:40"",14";"88.6,""25.87"",""855.0"",""952.19"",""32.84"",""0.93"",""32.64"",""4.31"",""1.95"",2098"
"0,""2016-8-01""";"2099,""13:50"",14";"99.1,""26.54"",""845.0"",""952.1"",""21.09"",""1.1"",""32.28"",""5.49"",""3.11"",2099"
"0,""2016-8-01""";"2100,""14:00"",14";"31.38,""26.49"",""823.0"",""951.98"",""54.94"",""1.4"",""32.4"",""6.17"",""1.96"",2100"
"0,""2016-8-01""";"2101,""14:10"",14";"85.8,""26.68"",""799.7"",""951.72"",""27.88"",""1.09"",""32.68"",""5.49"",""2.74"",2101"
"0,""2016-8-01""";"2102,""14:20"",14";"127.7,""26.32"",""784.8"",""951.7"",""21.23"",""1.18"",""32.72"",""5.59"",""2.86"",2102"
"0,""2016-8-01""";"2103,""14:30"",14";"46.32,""25.97"",""769.9"",""951.63"",""39.56"",""1.05"",""33.01"",""4.61"",""1.51"",2103"
"0,""2016-8-01""";"2104,""14:40"",14";"84.9,""26.46"",""741.9"",""951.51"",""27.49"",""1.17"",""32.73"",""5.78"",""2.89"",2104"
"0,""2016-8-01""";"2105,""14:50"",14";"139.5,""25.21"",""715.2"",""951.41"",""36.03"",""0.85"",""33.29"",""5.39"",""2.14"",2105"
"0,""2016-8-01""";"2106,""15:00"",14";"76.92,""25.87"",""697.5"",""951.26"",""22.93"",""0.94"",""32.79"",""6.17"",""3.43"",2106"
"0,""2016-8-01""";"2107,""15:10"",14";"42.79,""25.55"",""672.8"",""951.15"",""14.87"",""0.93"",""32.77"",""5.29"",""2.64"",2107"
"0,""2016-8-01""";"2108,""15:20"",14";"93.7,""24.91"",""649.1"",""951.07"",""38.35"",""1.27"",""33.06"",""6.17"",""2.59"",2108"
"0,""2016-8-01""";"2109,""15:30"",14";"87.8,""24.45"",""616.5"",""950.97"",""37.21"",""0.71"",""33.2"",""4.12"",""2.25"",2109"
"0,""2016-8-01""";"2110,""15:40"",14";"134.7,""24.33"",""592.0"",""950.79"",""17.86"",""0.93"",""33.14"",""6.08"",""3.15"",2110"
"0,""2016-8-01""";"2111,""15:50"",14";"100.8,""23.87"",""529.5"",""950.74"",""31.71"",""0.98"",""33.09"",""7.06"",""3.56"",2111"
"0,""2016-8-01""";"2112,""16:00"",14";"111.0,""24.47"",""256.3"",""950.73"",""16.89"",""1.73"",""32.81"",""7.74"",""3.67"",2112"
"0,""2016-8-01""";"2113,""16:10"",14";"158.0,""24.31"",""342.1"",""950.78"",""22.68"",""1.82"",""33.04"",""5.98"",""2.93"",2113"
"0,""2016-8-01""";"2114,""16:20"",14";"113.5,""24.23"",""419.5"",""950.79"",""19.43"",""1.03"",""32.98"",""5.78"",""3.91"",2114"
"0,""2016-8-01""";"2115,""16:30"",14";"94.5,""25.35"",""63.58"",""950.95"",""22.34"",""1.35"",""32.48"",""6.76"",""3.23"",2115"
"0,""2016-8-01""";"2116,""16:40"",14";"49.31,""35.32"",""64.79"",""951.32"",""14.51"",""1.21"",""31.41"",""7.74"",""3.85"",2116"
"0,""2016-8-01""";"2117,""16:50"",14";"25.06,""42.33"",""55.16"",""951.64"",""15.3"",""1.61"",""30.08"",""10.0"",""6.43"",2117"
"0,""2016-8-01""";"2118,""17:00"",14";"348.1,""43.46"",""28.65"",""951.91"",""26.28"",""1.61"",""29.63"",""9.9"",""4.8"",2118"
"0,""2016-8-01""";"2119,""17:10"",14";"327.7,""41.31"",""21.69"",""952.36"",""40.29"",""2.19"",""28.54"",""10.49"",""4.44"",2119"
"0,""2016-8-01""";"2120,""17:20"",14";"283.2,""69.11"",""54.6"",""953.05"",""40.32"",""1.7"",""24.22"",""8.82"",""4.52"",2120"
"0,""2016-8-01""";"2121,""17:30"",14";"176.7,""85.7"",""125.1"",""953.91"",""32.96"",""1.51"",""19.74"",""8.04"",""4.47"",2121"
"0,""2016-8-01""";"2122,""17:40"",14";"99.7,""84.1"",""122.9"",""953.82"",""29.48"",""1.38"",""20.51"",""6.08"",""3.37"",2122"
"0,""2016-8-01""";"2123,""17:50"",14";"326.1,""71.22"",""88.9"",""953.62"",""59.75"",""0.66"",""22.21"",""3.14"",""1.18"",2123"
"0,""2016-8-01""";"2124,""18:00"",14";"149.2,""72.72"",""60.02"",""953.85"",""45.72"",""0.69"",""22.7"",""2.45"",""0.84"",2124"
"0,""2016-8-01""";"2125,""18:10"",14";"104.9,""67.87"",""60.41"",""953.69"",""64.01"",""0.78"",""23.24"",""3.43"",""0.81"",2125"
"0,""2016-8-01""";"2126,""18:20"",14";"126.8,""68.36"",""31.05"",""953.53"",""15.6"",""0.26"",""23.29"",""1.76"",""1.06"",2126"
"0,""2016-8-01""";"2127,""18:30"",14";"95.8,""66.56"",""22.37"",""953.39"",""15.51"",""0.52"",""23.4"",""2.65"",""1.45"",2127"
"0,""2016-8-01""";"2128,""18:40"",14";"102.7,""66.17"",""17.48"",""953.27"",""9.42"",""0.55"",""23.58"",""3.43"",""1.95"",2128"
"0,""2016-8-01""";"2129,""18:50"",14";"104.8,""68.7"",""11.54"",""953.45"",""27.14"",""0.58"",""23.45"",""2.55"",""1.14"",2129"
