dia_Id,Dia;hora_Id,Hora,dia_Id;Dir.Med._a_1100cm,Humedad._a_620cm,Irradia.._a_200cm,Presion._a_150cm,Sig.Dir._a_1100cm,Sig.Vel._a_1100cm,Tem.Aire._a_620cm,Vel.Max._a_1100cm,Vel.Med._a_1100cm,hora_Id
"0,""2016-8-01""";"504,""12:00"",3";"90.0,""52.05"",""727.0"",""952.03"",""43.92"",""0.69"",""25.99"",""3.04"",""1.52"",504"
"0,""2016-8-01""";"505,""12:10"",3";"79.81,""50.15"",""967.0"",""952.0"",""53.02"",""0.75"",""26.62"",""3.33"",""1.22"",505"
"0,""2016-8-01""";"506,""12:20"",3";"53.71,""50.36"",""629.7"",""951.99"",""76.14"",""1.17"",""26.41"",""3.92"",""1.31"",506"
"0,""2016-8-01""";"507,""12:30"",3";"15.03,""51.5"",""544.7"",""952.07"",""32.54"",""1.26"",""25.98"",""4.7"",""2.14"",507"
"0,""2016-8-01""";"508,""12:40"",3";"359.8,""49.52"",""630.6"",""951.93"",""72.16"",""0.74"",""26.74"",""3.04"",""0.97"",508"
"0,""2016-8-01""";"509,""12:50"",3";"108.8,""48.67"",""562.9"",""951.83"",""36.14"",""0.87"",""27.06"",""3.53"",""1.55"",509"
"0,""2016-8-01""";"510,""13:00"",3";"55.07,""52.02"",""402.0"",""951.82"",""23.47"",""1.08"",""26.42"",""4.51"",""2.26"",510"
"0,""2016-8-01""";"511,""13:10"",3";"55.44,""55.66"",""610.8"",""951.73"",""19.96"",""1.63"",""26.0"",""8.04"",""4.81"",511"
"0,""2016-8-01""";"512,""13:20"",3";"41.14,""58.53"",""866.0"",""951.77"",""21.74"",""1.28"",""25.88"",""8.53"",""4.42"",512"
"0,""2016-8-01""";"513,""13:30"",3";"57.19,""59.89"",""785.7"",""951.74"",""22.08"",""1.59"",""25.58"",""9.7"",""5.51"",513"
"0,""2016-8-01""";"514,""13:40"",3";"47.36,""57.66"",""938.0"",""951.82"",""18.3"",""1.63"",""25.91"",""8.23"",""4.66"",514"
"0,""2016-8-01""";"515,""13:50"",3";"31.57,""56.68"",""592.4"",""951.81"",""17.54"",""0.93"",""25.94"",""7.06"",""4.31"",515"
"0,""2016-8-01""";"516,""14:00"",3";"28.11,""54.86"",""878.0"",""951.71"",""17.8"",""1.77"",""26.21"",""7.94"",""4.57"",516"
"0,""2016-8-01""";"517,""14:10"",3";"35.63,""55.51"",""867.0"",""951.65"",""21.6"",""1.64"",""26.36"",""10.09"",""5.3"",517"
"0,""2016-8-01""";"518,""14:20"",3";"45.77,""57.55"",""859.0"",""951.7"",""18.12"",""1.53"",""26.09"",""9.21"",""6.09"",518"
"0,""2016-8-01""";"519,""14:30"",3";"43.49,""56.12"",""763.2"",""951.7"",""25.19"",""1.62"",""26.2"",""9.6"",""5.65"",519"
"0,""2016-8-01""";"520,""14:40"",3";"42.24,""59.3"",""604.6"",""951.8"",""21.86"",""1.68"",""25.67"",""11.76"",""6.88"",520"
"0,""2016-8-01""";"521,""14:50"",3";"42.93,""60.53"",""276.8"",""951.88"",""15.92"",""1.7"",""25.33"",""11.47"",""6.94"",521"
"0,""2016-8-01""";"522,""15:00"",3";"10.59,""59.53"",""355.8"",""951.96"",""25.48"",""1.85"",""25.42"",""12.15"",""6.07"",522"
"0,""2016-8-01""";"523,""15:10"",3";"4.65,""61.27"",""339.2"",""952.03"",""25.09"",""2.13"",""25.42"",""10.0"",""5.29"",523"
"0,""2016-8-01""";"524,""15:20"",3";"10.75,""63.79"",""232.7"",""952.24"",""22.92"",""1.84"",""24.78"",""10.58"",""6.5"",524"
"0,""2016-8-01""";"525,""15:30"",3";"24.83,""64.31"",""157.0"",""952.42"",""18.05"",""2.38"",""24.42"",""11.96"",""6.38"",525"
"0,""2016-8-01""";"526,""15:40"",3";"16.6,""66.76"",""80.3"",""952.64"",""18.23"",""1.92"",""23.62"",""12.84"",""7.14"",526"
"0,""2016-8-01""";"527,""15:50"",3";"8.42,""69.89"",""76.78"",""952.78"",""15.34"",""1.84"",""22.88"",""12.45"",""7.48"",527"
"0,""2016-8-01""";"528,""16:00"",3";"16.76,""71.29"",""114.8"",""952.99"",""22.07"",""2.27"",""22.5"",""11.76"",""6.31"",528"
"0,""2016-8-01""";"529,""16:10"",3";"15.39,""71.81"",""102.3"",""953.29"",""17.66"",""2.0"",""22.34"",""11.56"",""6.35"",529"
"0,""2016-8-01""";"530,""16:20"",3";"28.71,""73.24"",""64.58"",""953.36"",""13.56"",""1.4"",""22.03"",""8.62"",""5.41"",530"
"0,""2016-8-01""";"531,""16:30"",3";"22.87,""73.58"",""63.38"",""953.47"",""15.16"",""1.18"",""21.95"",""7.55"",""4.67"",531"
"0,""2016-8-01""";"532,""16:40"",3";"28.08,""74.05"",""125.5"",""953.49"",""16.89"",""1.29"",""21.89"",""8.13"",""5.23"",532"
"0,""2016-8-01""";"533,""16:50"",3";"20.44,""74.61"",""101.2"",""953.65"",""29.72"",""1.46"",""21.84"",""6.17"",""3.07"",533"
"0,""2016-8-01""";"534,""17:00"",3";"8.74,""74.81"",""37.71"",""953.9"",""34.43"",""1.23"",""21.9"",""5.59"",""2.55"",534"
"0,""2016-8-01""";"535,""17:10"",3";"38.62,""77.3"",""20.87"",""953.96"",""19.79"",""1.29"",""21.42"",""6.57"",""3.49"",535"
"0,""2016-8-01""";"536,""17:20"",3";"47.42,""78.24"",""7.65"",""954.04"",""14.78"",""0.94"",""21.32"",""5.29"",""3.01"",536"
"0,""2016-8-01""";"537,""17:30"",3";"85.4,""80.4"",""4.08"",""954.15"",""16.79"",""1.07"",""21.01"",""5.1"",""2.89"",537"
"0,""2016-8-01""";"538,""17:40"",3";"34.41,""80.2"",""6.27"",""954.4"",""26.02"",""0.73"",""21.11"",""3.14"",""1.36"",538"
"0,""2016-8-01""";"539,""17:50"",3";"337.8,""75.04"",""8.04"",""954.52"",""22.21"",""1.62"",""21.48"",""8.33"",""3.51"",539"
"0,""2016-8-01""";"540,""18:00"",3";"333.1,""72.9"",""10.0"",""954.49"",""22.54"",""1.72"",""21.52"",""7.06"",""3.71"",540"
"0,""2016-8-01""";"541,""18:10"",3";"315.2,""73.33"",""8.81"",""954.5"",""29.93"",""1.51"",""21.46"",""6.96"",""3.38"",541"
"0,""2016-8-01""";"542,""18:20"",3";"318.8,""72.58"",""8.3"",""954.66"",""37.84"",""1.29"",""21.61"",""5.49"",""2.46"",542"
"0,""2016-8-01""";"543,""18:30"",3";"326.1,""71.24"",""8.05"",""954.77"",""40.89"",""1.23"",""21.73"",""4.31"",""1.82"",543"
"0,""2016-8-01""";"544,""18:40"",3";"16.39,""74.82"",""5.21"",""954.85"",""31.72"",""0.89"",""21.57"",""3.43"",""1.48"",544"
"0,""2016-8-01""";"545,""18:50"",3";"340.0,""78.19"",""4.04"",""954.92"",""48.23"",""1.33"",""20.91"",""5.98"",""2.57"",545"
"0,""2016-8-01""";"546,""19:00"",3";"340.6,""73.22"",""2.72"",""955.14"",""17.77"",""1.4"",""21.22"",""8.72"",""4.35"",546"
"0,""2016-8-01""";"547,""19:10"",3";"336.8,""73.71"",""1.04"",""955.25"",""27.71"",""1.45"",""21.08"",""7.94"",""4.07"",547"
"0,""2016-8-01""";"548,""19:20"",3";"334.2,""75.37"",""0.82"",""955.38"",""24.85"",""1.66"",""20.89"",""7.55"",""3.53"",548"
"0,""2016-8-01""";"549,""19:30"",3";"48.21,""80.3"",""0.47"",""955.5"",""22.16"",""0.8"",""20.51"",""4.02"",""1.93"",549"
"0,""2016-8-01""";"550,""19:40"",3";"63.6,""83.4"",""0.19"",""955.47"",""24.71"",""0.81"",""20.19"",""3.92"",""1.81"",550"
"0,""2016-8-01""";"551,""19:50"",3";"62.02,""84.0"",""0.8"",""955.66"",""23.88"",""0.9"",""20.04"",""4.41"",""1.97"",551"
"0,""2016-8-01""";"552,""20:00"",3";"31.58,""83.3"",""0.94"",""955.92"",""25.32"",""0.75"",""20.05"",""4.12"",""2.57"",552"
"0,""2016-8-01""";"553,""20:10"",3";"15.73,""83.7"",""0.09"",""956.18"",""18.52"",""0.89"",""19.81"",""5.49"",""2.92"",553"
"0,""2016-8-01""";"554,""20:20"",3";"35.51,""83.0"",""0.03"",""956.19"",""20.91"",""0.95"",""19.89"",""4.02"",""1.9"",554"
"0,""2016-8-01""";"555,""20:30"",3";"352.3,""82.2"",""0.06"",""956.32"",""20.37"",""0.78"",""19.93"",""3.82"",""2.28"",555"
"0,""2016-8-01""";"556,""20:40"",3";"15.05,""81.1"",""0.15"",""956.5"",""26.2"",""1.13"",""20.07"",""4.41"",""1.61"",556"
"0,""2016-8-01""";"557,""20:50"",3";"60.39,""83.1"",""0.57"",""956.72"",""15.67"",""1.07"",""19.71"",""6.27"",""3.38"",557"
"0,""2016-8-01""";"558,""21:00"",3";"53.79,""87.7"",""0.58"",""956.86"",""17.43"",""1.16"",""19.08"",""6.86"",""4.09"",558"
"0,""2016-8-01""";"559,""21:10"",3";"57.68,""90.0"",""0.71"",""957.0"",""17.7"",""1.04"",""18.7"",""6.76"",""3.75"",559"
"0,""2016-8-01""";"560,""21:20"",3";"42.98,""90.3"",""0.89"",""957.13"",""16.82"",""1.13"",""18.46"",""6.86"",""3.61"",560"
"0,""2016-8-01""";"561,""21:30"",3";"42.38,""88.7"",""0.74"",""957.24"",""16.86"",""1.2"",""18.43"",""6.86"",""3.65"",561"
"0,""2016-8-01""";"562,""21:40"",3";"47.69,""88.4"",""0.88"",""957.36"",""17.72"",""1.24"",""18.39"",""8.43"",""4.29"",562"
"0,""2016-8-01""";"563,""21:50"",3";"44.87,""89.2"",""0.47"",""957.37"",""11.58"",""1.45"",""18.26"",""9.8"",""5.79"",563"
"0,""2016-8-01""";"564,""22:00"",3";"39.61,""91.3"",""0.04"",""957.55"",""15.57"",""1.04"",""17.94"",""7.55"",""4.7"",564"
"0,""2016-8-01""";"565,""22:10"",3";"38.49,""88.9"",""0.08"",""957.6"",""16.54"",""1.24"",""17.9"",""10.09"",""5.57"",565"
"0,""2016-8-01""";"566,""22:20"",3";"40.2,""88.0"",""0.18"",""957.79"",""13.84"",""1.53"",""17.85"",""9.02"",""5.39"",566"
"0,""2016-8-01""";"567,""22:30"",3";"36.19,""86.1"",""0.43"",""957.88"",""14.29"",""1.75"",""17.92"",""11.37"",""5.73"",567"
"0,""2016-8-01""";"568,""22:40"",3";"30.48,""82.9"",""0.34"",""958.01"",""13.5"",""1.67"",""17.96"",""10.49"",""6.48"",568"
"0,""2016-8-01""";"569,""22:50"",3";"8.32,""80.7"",""0.34"",""958.11"",""17.75"",""1.34"",""18.06"",""8.62"",""5.21"",569"
"0,""2016-8-01""";"570,""23:00"",3";"24.48,""80.6"",""0.33"",""958.28"",""20.95"",""1.37"",""18.06"",""7.25"",""4.12"",570"
"0,""2016-8-01""";"571,""23:10"",3";"28.97,""81.3"",""0.2"",""958.36"",""16.75"",""1.2"",""17.83"",""6.96"",""4.38"",571"
"0,""2016-8-01""";"572,""23:20"",3";"29.91,""80.8"",""0.13"",""958.37"",""14.0"",""0.94"",""17.73"",""6.17"",""4.03"",572"
"0,""2016-8-01""";"573,""23:30"",3";"18.55,""78.55"",""0.32"",""958.4"",""15.57"",""1.25"",""17.7"",""8.33"",""4.38"",573"
"0,""2016-8-01""";"574,""23:40"",3";"19.58,""77.2"",""0.23"",""958.47"",""21.34"",""1.14"",""17.74"",""7.35"",""3.89"",574"
"0,""2016-8-01""";"575,""23:50"",3";"20.65,""77.16"",""0.17"",""958.48"",""17.21"",""1.12"",""17.64"",""6.57"",""3.98"",575"
"0,""2016-8-01""";"576,""00:00"",4";"11.63,""77.45"",""0.1"",""958.45"",""16.15"",""1.26"",""17.52"",""7.64"",""4.26"",576"
"0,""2016-8-01""";"577,""00:10"",4";"22.63,""78.58"",""0.09"",""958.56"",""20.7"",""0.83"",""17.44"",""5.19"",""3.1"",577"
"0,""2016-8-01""";"578,""00:20"",4";"5.3,""80.1"",""0.06"",""958.57"",""17.96"",""1.33"",""17.24"",""8.53"",""4.62"",578"
"0,""2016-8-01""";"579,""00:30"",4";"10.36,""81.4"",""0.06"",""958.6"",""22.84"",""1.2"",""17.15"",""6.86"",""3.44"",579"
"0,""2016-8-01""";"580,""00:40"",4";"17.29,""83.0"",""0.13"",""958.66"",""19.49"",""0.93"",""17.07"",""5.1"",""2.79"",580"
"0,""2016-8-01""";"581,""00:50"",4";"8.37,""84.1"",""0.08"",""958.57"",""21.04"",""1.21"",""16.99"",""5.78"",""3.09"",581"
"0,""2016-8-01""";"582,""01:00"",4";"18.3,""83.4"",""0.04"",""958.51"",""20.37"",""1.14"",""16.99"",""6.47"",""3.51"",582"
"0,""2016-8-01""";"583,""01:10"",4";"36.59,""83.4"",""0.01"",""958.52"",""17.0"",""1.07"",""16.96"",""5.29"",""3.08"",583"
"0,""2016-8-01""";"584,""01:20"",4";"20.43,""84.3"",""0.0"",""958.5"",""24.2"",""0.81"",""16.87"",""4.8"",""2.34"",584"
"0,""2016-8-01""";"585,""01:30"",4";"355.8,""85.0"",""0.0"",""958.5"",""22.0"",""0.96"",""16.71"",""5.88"",""2.87"",585"
"0,""2016-8-01""";"586,""01:40"",4";"357.2,""85.4"",""0.02"",""958.5"",""24.02"",""1.04"",""16.66"",""5.39"",""2.25"",586"
"0,""2016-8-01""";"587,""01:50"",4";"360.0,""85.8"",""0.01"",""958.54"",""24.12"",""0.9"",""16.55"",""5.1"",""2.31"",587"
"0,""2016-8-01""";"588,""02:00"",4";"356.2,""85.7"",""0.0"",""958.54"",""26.16"",""1.01"",""16.55"",""5.59"",""1.96"",588"
"0,""2016-8-01""";"589,""02:10"",4";"353.5,""85.7"",""0.01"",""958.57"",""26.86"",""0.69"",""16.52"",""3.63"",""1.83"",589"
"0,""2016-8-01""";"590,""02:20"",4";"345.2,""85.5"",""0.06"",""958.53"",""17.84"",""0.81"",""16.55"",""4.41"",""2.56"",590"
"0,""2016-8-01""";"591,""02:30"",4";"6.34,""85.5"",""0.03"",""958.53"",""15.5"",""0.84"",""16.47"",""5.68"",""3.43"",591"
"0,""2016-8-01""";"592,""02:40"",4";"17.35,""85.6"",""0.0"",""958.46"",""22.48"",""0.8"",""16.49"",""4.8"",""2.58"",592"
"0,""2016-8-01""";"593,""02:50"",4";"39.94,""86.1"",""0.01"",""958.5"",""13.16"",""0.77"",""16.45"",""4.9"",""3.07"",593"
"0,""2016-8-01""";"594,""03:00"",4";"44.92,""86.0"",""0.0"",""958.58"",""28.3"",""0.64"",""16.52"",""3.04"",""0.94"",594"
"0,""2016-8-01""";"595,""03:10"",4";"350.7,""86.3"",""0.0"",""958.62"",""31.13"",""0.67"",""16.45"",""2.74"",""0.9"",595"
"0,""2016-8-01""";"596,""03:20"",4";"359.7,""86.7"",""0.0"",""958.64"",""31.49"",""0.69"",""16.3"",""2.74"",""0.86"",596"
"0,""2016-8-01""";"597,""03:30"",4";"352.1,""87.1"",""0.0"",""958.62"",""32.65"",""0.49"",""16.16"",""2.35"",""0.63"",597"
"0,""2016-8-01""";"598,""03:40"",4";"8.94,""87.0"",""0.0"",""958.66"",""24.42"",""0.21"",""16.2"",""0.78"",""0.19"",598"
"0,""2016-8-01""";"599,""03:50"",4";"42.64,""87.0"",""0.0"",""958.65"",""30.84"",""0.33"",""16.16"",""1.57"",""0.45"",599"
"0,""2016-8-01""";"600,""04:00"",4";"46.79,""86.9"",""0.0"",""958.71"",""42.33"",""0.32"",""16.13"",""1.18"",""0.35"",600"
"0,""2016-8-01""";"601,""04:10"",4";"6.86,""86.5"",""0.0"",""958.77"",""25.18"",""0.56"",""16.17"",""1.96"",""0.66"",601"
"0,""2016-8-01""";"602,""04:20"",4";"347.1,""86.2"",""0.0"",""958.94"",""27.93"",""0.55"",""16.03"",""2.74"",""1.01"",602"
"0,""2016-8-01""";"603,""04:30"",4";"332.8,""85.8"",""0.0"",""959.04"",""23.37"",""0.59"",""15.93"",""3.23"",""1.4"",603"
"0,""2016-8-01""";"604,""04:40"",4";"332.9,""84.9"",""0.0"",""959.07"",""21.93"",""0.61"",""15.99"",""2.84"",""1.24"",604"
"0,""2016-8-01""";"605,""04:50"",4";"331.2,""85.2"",""0.0"",""959.07"",""27.82"",""0.56"",""15.83"",""2.45"",""1.04"",605"
"0,""2016-8-01""";"606,""05:00"",4";"336.1,""85.4"",""0.23"",""959.13"",""26.43"",""0.34"",""15.79"",""1.86"",""0.95"",606"
"0,""2016-8-01""";"607,""05:10"",4";"307.2,""85.7"",""1.12"",""959.11"",""39.7"",""0.23"",""15.7"",""0.88"",""0.35"",607"
"0,""2016-8-01""";"608,""05:20"",4";"237.8,""86.8"",""5.03"",""959.09"",""9.09"",""0.37"",""15.53"",""1.37"",""0.85"",608"
"0,""2016-8-01""";"609,""05:30"",4";"179.6,""87.3"",""11.38"",""959.07"",""17.45"",""0.35"",""15.51"",""1.37"",""0.45"",609"
"0,""2016-8-01""";"610,""05:40"",4";"176.7,""87.1"",""15.6"",""959.13"",""21.39"",""0.35"",""15.54"",""1.57"",""0.8"",610"
"0,""2016-8-01""";"611,""05:50"",4";"295.7,""86.8"",""25.85"",""959.3"",""50.03"",""0.37"",""15.6"",""1.27"",""0.46"",611"
"0,""2016-8-01""";"612,""06:00"",4";"334.6,""86.4"",""45.98"",""959.44"",""23.89"",""0.48"",""15.81"",""2.16"",""0.77"",612"
"0,""2016-8-01""";"613,""06:10"",4";"339.8,""86.0"",""83.6"",""959.56"",""8.6"",""0.38"",""15.57"",""1.96"",""0.9"",613"
"0,""2016-8-01""";"614,""06:20"",4";"296.7,""86.4"",""97.0"",""959.7"",""17.07"",""0.3"",""15.51"",""1.27"",""0.42"",614"
"0,""2016-8-01""";"615,""06:30"",4";"260.0,""85.3"",""147.9"",""959.81"",""19.86"",""0.4"",""15.94"",""1.37"",""0.45"",615"
"0,""2016-8-01""";"616,""06:40"",4";"251.1,""85.1"",""184.6"",""959.96"",""22.44"",""0.42"",""15.64"",""2.25"",""1.32"",616"
"0,""2016-8-01""";"617,""06:50"",4";"257.9,""84.3"",""284.9"",""960.07"",""9.35"",""0.32"",""15.96"",""2.06"",""1.25"",617"
"0,""2016-8-01""";"618,""07:00"",4";"269.1,""81.9"",""341.1"",""960.08"",""18.95"",""0.45"",""16.55"",""1.76"",""0.65"",618"
"0,""2016-8-01""";"619,""07:10"",4";"281.9,""79.63"",""306.5"",""960.07"",""27.01"",""0.64"",""16.93"",""2.94"",""1.25"",619"
"0,""2016-8-01""";"620,""07:20"",4";"294.0,""80.2"",""355.3"",""960.13"",""22.99"",""0.65"",""16.78"",""3.43"",""1.69"",620"
"0,""2016-8-01""";"621,""07:30"",4";"276.7,""79.78"",""396.0"",""960.25"",""16.32"",""0.66"",""16.85"",""3.23"",""1.93"",621"
"0,""2016-8-01""";"622,""07:40"",4";"315.4,""77.16"",""431.0"",""960.25"",""41.1"",""0.51"",""17.61"",""2.35"",""0.78"",622"
"0,""2016-8-01""";"623,""07:50"",4";"328.2,""71.12"",""621.8"",""960.28"",""58.26"",""0.57"",""18.81"",""2.55"",""0.48"",623"
"0,""2016-8-01""";"624,""08:00"",4";"308.6,""71.67"",""355.8"",""960.23"",""33.5"",""0.94"",""18.54"",""3.53"",""1.29"",624"
"0,""2016-8-01""";"625,""08:10"",4";"269.7,""74.62"",""191.8"",""960.21"",""35.14"",""0.81"",""17.78"",""3.23"",""1.33"",625"
"0,""2016-8-01""";"626,""08:20"",4";"306.0,""73.4"",""185.2"",""960.3"",""32.59"",""0.68"",""17.86"",""3.53"",""1.59"",626"
"0,""2016-8-01""";"627,""08:30"",4";"358.6,""72.86"",""211.6"",""960.33"",""28.89"",""0.65"",""18.05"",""2.25"",""0.83"",627"
"0,""2016-8-01""";"628,""08:40"",4";"359.4,""69.88"",""160.4"",""960.39"",""52.54"",""0.6"",""18.8"",""2.45"",""0.62"",628"
"0,""2016-8-01""";"629,""08:50"",4";"5.35,""70.04"",""324.9"",""960.38"",""30.72"",""0.68"",""18.78"",""3.53"",""1.55"",629"
"0,""2016-8-01""";"630,""09:00"",4";"1.61,""70.56"",""245.9"",""960.44"",""39.36"",""1.06"",""18.82"",""4.7"",""1.72"",630"
"0,""2016-8-01""";"631,""09:10"",4";"4.64,""70.53"",""167.1"",""960.5"",""24.46"",""0.88"",""18.85"",""4.7"",""2.45"",631"
"0,""2016-8-01""";"632,""09:20"",4";"2.38,""71.64"",""496.9"",""960.48"",""23.38"",""1.19"",""18.81"",""6.66"",""3.05"",632"
"0,""2016-8-01""";"633,""09:30"",4";"8.54,""69.24"",""410.9"",""960.49"",""19.52"",""1.1"",""19.0"",""5.49"",""3.46"",633"
"0,""2016-8-01""";"634,""09:40"",4";"24.04,""69.91"",""518.8"",""960.55"",""25.63"",""0.9"",""19.2"",""5.1"",""2.61"",634"
"0,""2016-8-01""";"635,""09:50"",4";"49.48,""67.4"",""346.9"",""960.57"",""20.17"",""1.61"",""19.43"",""7.25"",""3.88"",635"
"0,""2016-8-01""";"636,""10:00"",4";"41.35,""66.17"",""543.9"",""960.58"",""15.58"",""0.88"",""19.45"",""6.47"",""3.9"",636"
"0,""2016-8-01""";"637,""10:10"",4";"47.54,""64.48"",""891.0"",""960.56"",""16.27"",""1.53"",""19.82"",""8.72"",""4.79"",637"
"0,""2016-8-01""";"638,""10:20"",4";"52.86,""64.06"",""741.5"",""960.62"",""28.3"",""1.44"",""19.93"",""7.84"",""4.28"",638"
"0,""2016-8-01""";"639,""10:30"",4";"20.35,""61.4"",""695.0"",""960.65"",""18.84"",""1.37"",""20.07"",""8.53"",""4.81"",639"
"0,""2016-8-01""";"640,""10:40"",4";"350.9,""61.28"",""496.1"",""960.61"",""21.87"",""1.5"",""20.57"",""7.45"",""3.41"",640"
"0,""2016-8-01""";"641,""10:50"",4";"5.55,""61.84"",""619.5"",""960.61"",""32.58"",""1.5"",""20.37"",""6.37"",""3.19"",641"
"0,""2016-8-01""";"642,""11:00"",4";"23.69,""59.67"",""370.3"",""960.63"",""24.35"",""1.54"",""21.0"",""7.94"",""3.48"",642"
"0,""2016-8-01""";"643,""11:10"",4";"9.53,""63.92"",""459.3"",""960.67"",""18.5"",""1.77"",""20.28"",""9.9"",""5.52"",643"
"0,""2016-8-01""";"644,""11:20"",4";"22.3,""60.26"",""802.0"",""960.71"",""23.38"",""1.43"",""20.46"",""8.53"",""4.15"",644"
"0,""2016-8-01""";"645,""11:30"",4";"35.13,""58.74"",""944.0"",""960.68"",""26.76"",""1.85"",""21.02"",""8.92"",""4.22"",645"
"0,""2016-8-01""";"646,""11:40"",4";"23.81,""58.0"",""541.3"",""960.69"",""13.09"",""1.08"",""20.61"",""7.84"",""5.25"",646"
"0,""2016-8-01""";"647,""11:50"",4";"45.93,""58.35"",""875.0"",""960.63"",""27.98"",""1.23"",""20.95"",""7.74"",""3.94"",647"
"0,""2016-8-01""";"648,""12:00"",4";"29.5,""59.88"",""281.6"",""960.74"",""18.72"",""1.32"",""20.91"",""8.33"",""5.23"",648"
"0,""2016-8-01""";"649,""12:10"",4";"24.7,""63.0"",""332.2"",""960.75"",""16.57"",""1.5"",""20.45"",""8.62"",""5.61"",649"
"0,""2016-8-01""";"650,""12:20"",4";"49.88,""64.9"",""352.7"",""960.83"",""18.26"",""1.13"",""20.26"",""7.35"",""4.31"",650"
"0,""2016-8-01""";"651,""12:30"",4";"46.53,""61.32"",""816.0"",""960.85"",""15.34"",""1.63"",""20.54"",""8.92"",""4.77"",651"
"0,""2016-8-01""";"652,""12:40"",4";"43.63,""63.08"",""443.6"",""960.85"",""15.73"",""1.42"",""20.57"",""9.21"",""5.4"",652"
"0,""2016-8-01""";"653,""12:50"",4";"31.12,""63.9"",""423.3"",""960.79"",""20.85"",""1.28"",""20.44"",""7.35"",""4.37"",653"
"0,""2016-8-01""";"654,""13:00"",4";"359.4,""60.85"",""432.4"",""960.75"",""26.92"",""1.46"",""20.91"",""8.13"",""4.14"",654"
"0,""2016-8-01""";"655,""13:10"",4";"29.75,""61.42"",""462.9"",""960.71"",""20.15"",""1.53"",""20.84"",""7.45"",""4.57"",655"
"0,""2016-8-01""";"656,""13:20"",4";"33.96,""59.19"",""714.4"",""960.7"",""17.8"",""1.33"",""21.08"",""6.96"",""3.71"",656"
"0,""2016-8-01""";"657,""13:30"",4";"3.2,""52.94"",""948.0"",""960.61"",""30.73"",""1.53"",""21.67"",""7.64"",""3.95"",657"
"0,""2016-8-01""";"658,""13:40"",4";"21.5,""53.43"",""540.1"",""960.72"",""18.71"",""1.7"",""21.76"",""9.11"",""5.41"",658"
"0,""2016-8-01""";"659,""13:50"",4";"23.05,""58.78"",""457.8"",""960.83"",""16.66"",""1.47"",""21.16"",""7.64"",""5.07"",659"
"0,""2016-8-01""";"660,""14:00"",4";"9.24,""53.9"",""844.0"",""960.79"",""25.99"",""1.37"",""21.63"",""7.55"",""4.4"",660"
"0,""2016-8-01""";"661,""14:10"",4";"8.63,""57.37"",""575.8"",""960.83"",""22.36"",""1.41"",""21.75"",""8.43"",""5.46"",661"
"0,""2016-8-01""";"662,""14:20"",4";"13.75,""59.57"",""700.5"",""960.86"",""18.89"",""1.58"",""21.32"",""9.21"",""5.62"",662"
"0,""2016-8-01""";"663,""14:30"",4";"14.25,""61.66"",""396.1"",""960.89"",""21.75"",""1.93"",""21.17"",""9.31"",""5.36"",663"
"0,""2016-8-01""";"664,""14:40"",4";"3.63,""61.18"",""794.0"",""960.9"",""15.62"",""1.42"",""21.18"",""9.02"",""5.65"",664"
"0,""2016-8-01""";"665,""14:50"",4";"17.77,""59.47"",""751.0"",""960.9"",""23.8"",""1.98"",""21.54"",""8.82"",""5.12"",665"
"0,""2016-8-01""";"666,""15:00"",4";"3.48,""59.75"",""796.2"",""960.89"",""19.01"",""1.41"",""21.32"",""8.43"",""5.38"",666"
"0,""2016-8-01""";"667,""15:10"",4";"10.2,""58.17"",""797.8"",""960.86"",""28.66"",""1.9"",""21.85"",""9.41"",""4.58"",667"
"0,""2016-8-01""";"668,""15:20"",4";"31.06,""60.48"",""709.1"",""960.88"",""15.15"",""1.66"",""21.32"",""8.92"",""5.24"",668"
"0,""2016-8-01""";"669,""15:30"",4";"29.31,""58.01"",""503.6"",""960.85"",""16.13"",""1.4"",""21.48"",""9.02"",""5.39"",669"
"0,""2016-8-01""";"670,""15:40"",4";"7.53,""60.04"",""303.0"",""960.89"",""19.22"",""1.96"",""21.22"",""10.39"",""6.18"",670"
"0,""2016-8-01""";"671,""15:50"",4";"7.84,""55.27"",""502.6"",""960.85"",""19.48"",""1.76"",""21.43"",""9.02"",""5.23"",671"
"0,""2016-8-01""";"672,""16:00"",4";"21.17,""56.91"",""362.5"",""960.84"",""23.11"",""1.91"",""21.43"",""10.58"",""5.92"",672"
"0,""2016-8-01""";"673,""16:10"",4";"16.71,""57.76"",""427.7"",""960.89"",""21.57"",""1.63"",""21.26"",""8.13"",""4.42"",673"
"0,""2016-8-01""";"674,""16:20"",4";"18.59,""55.85"",""456.2"",""960.87"",""18.92"",""1.55"",""21.6"",""8.92"",""5.72"",674"
"0,""2016-8-01""";"675,""16:30"",4";"358.3,""54.93"",""227.6"",""960.96"",""18.18"",""1.69"",""21.23"",""10.49"",""5.75"",675"
"0,""2016-8-01""";"676,""16:40"",4";"360.0,""53.93"",""398.8"",""960.95"",""18.37"",""1.59"",""21.42"",""8.92"",""5.37"",676"
"0,""2016-8-01""";"677,""16:50"",4";"355.7,""55.61"",""230.7"",""960.97"",""21.69"",""1.98"",""21.05"",""9.7"",""5.56"",677"
"0,""2016-8-01""";"678,""17:00"",4";"3.72,""56.69"",""228.5"",""960.97"",""19.04"",""1.62"",""20.97"",""9.21"",""5.43"",678"
